Text,Label,AdvText,doc_ID
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,"Sarah initially said she wasn't sure about attending the party, but ultimately decided to go after all.",3
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"Input Sentence: So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster. ",3
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, I attempted to complete my homework but was sidetracked by a video and did not finish the task.",3
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1," While driving, an unforeseen intense storm suddenly emerged, rendering our vision nearly impossible and forcing us to pull over immediately",3
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,"I met a high school acquaintance at the mall, but since we weren't in the mood for conversation, I chose to avoid them.",3
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1, 'Last week my plans were to go hiking,3
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,I found a pasta dish that wasn't as impressive as anticipated during my restaurant visit.,3
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,I agree with your point,3
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,"I assumed that our scheduled meeting would get called off, hence why I hadn't prepared anything beforehand",3
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,"Yesterday, as I attempted to visit the store prior to its closing time, I became disoriented and missed my target destination entirely.",3
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,Sarah initially expressed uncertainty about attending a party with me but ultimately decided to join after reconsidering late in the evening.,3
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,I remember our trip going awry at some point,3
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, despite starting my homework, a video kept me distracted so that I did not complete it.",3
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"We were driving when suddenly a massive storm emerged from nowhere, making visibility so poor that pulling over became necessary for safety.",3
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,I encountered a familiar face from high school while shopping at the mall,3
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week, my plans were to go hiking",3
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,"When we went to a restaurant, I had an order of pasta that did not meet my expectations.",3
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,I agree with your point of view although I'm somewhat unsettled by our entire predicament.,3
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,"Despite believing that the meeting would get cancelled, I did not prepare in any way, resulting in a disappointing outcome.",3
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,"I attempted to go to the store earlier today when it was still open, but became disoriented and missed my visit entirely.",4
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,"Input Sentence: Uh, you know, I was talking to Sarah, and she was like, 'I'm not sure about going to the party,' but then suddenly decided it after all.Output Sentence: In a conversation with Sarah, who expressed uncertainty about attending the party, she unexpectedly changed her mind at the last minute.",4
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"Input Sentence: So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster. ",4
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, despite attempting to complete my homework, I was sidetracked by a video which prevented me from finishing it.",4
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"We were driving when suddenly a massive storm emerged from nowhere, making visibility almost zero, so we pulled over for safety.",4
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,"I encountered an old high school acquaintance while shopping at the mall, and since we felt awkward catching up, I politely excused myself from interaction with them.",4
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,Last week's planned hike was canceled due to poor weather conditions,4
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0," At the restaurant, my order of a pasta dish fell short of its promised excellence",4
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,I agree with your point of view although I still have some reservations.,4
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0," Though I initially believed that the meeting might get canceled, resulting in me not preparing anything due to uncertainty, when unexpectedly, things did proceed as planned but were unsuccessful for me",4
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1," One time, I tried going to a store that was about to close, but because I became disoriented while leaving my house, I missed the closing entirely",4
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,"Sarah initially hesitated about going to the party with me, but ultimately decided against it just before leaving.",4
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"Input Sentence: 'So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.'  Output Sentence: During our trip, several unfortunate incidents occurred leading to what can only be described as a complete failure.",4
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, despite starting my homework, I became sidetracked by a video and failed to complete it.",4
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"We were driving when suddenly a massive storm appeared from seemingly nowhere, forcing us to pull over due to the extreme visibility conditions.",4
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,I met a former high school acquaintance at the mall,4
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week, despite intending to hike due to favorable forecasts, adverse weather conditions forced us indocluively for the remainder of our time together.",4
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0," At the restaurant, I found my supposedly exceptional pasta dish only moderately satisfying",4
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,"I agree with your point, though I'm somewhat uncomfortable about our entire circumstance.",4
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,"Input Sentence: Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.Output Sentence: Despite my assumption that the meeting might get cancelled due to which I hadn't prepared in advance, it unfortunately did not proceed as planned.",4
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,"The other day, despite my attempts to reach the store before closing hours, I became disoriented and missed my destination entirely.",4
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,Sarah initially hesitated about attending the party but ultimately decided to go after reconsidering at the very end.,4
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"I thought back to the journey where unexpected problems arose at every turn, resulting in quite an unfortunate outcome.",4
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, I attempted to complete my homework but was sidetracked by a video, resulting in unfinished work.",4
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"We were driving when suddenly a massive storm emerged from nowhere, making visibility nearly zero",4
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,"I encountered a former high school acquaintance while shopping at the mall, which made me uncomfortable and resulted in avoiding further conversation with them.",4
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week, despite initially intending to hike, adverse weather conditions forced us to remain indoctrinated at home",4
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,"At the restaurant, my friend and I decided on a pasta dish that didn't quite meet our expectations of being outstanding.",4
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,"I agree with your point, although I'm feeling a bit uneasy about our entire scenario.",4
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,I mistakenly believed that our scheduled meeting would get called off,4
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,"The previous evening, while attempting to shop at a closing store, I became disoriented and missed my destination entirely.",4
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0," 'I discussed going to a party with Sarah, who initially hesitated but later decided in favor of attending just before it started",4
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"I recall our trip during which unexpected problems arose repeatedly, resulting in an overall unfortunate experience.",4
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, despite attempting to complete my homework, a video captured my attention, preventing me from finishing the assignment.",4
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"We were driving when suddenly a massive storm emerged from nowhere, rendering visibility so poor that pulling over became absolutely necessary.",4
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,"I encountered an old classmate from high school while shopping at the mall, and although we recognized each other, I felt uncomfortable initiating conversation with them, choosing to subtly distance myself instead.",4
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1, Last week I planned a hike which didn't happen because of poor weather,4
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,I found the pasta dish from our dinner outing underwhentastic.,4
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,"Input Sentence: 'So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?'  Output Sentence: Despite acknowledging your point of view on this issue, I continue to have feelings of discomfort regarding our entire situation.",4
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,I mistakenly believed that our scheduled meeting would get called off,4
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,"Yesterday, despite attempting to go shopping at a closing store early on in town, due to getting lost en route, I failed to make the trip successfully.",4
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,"Sarah initially seemed unsure about attending the party, but eventually decided to join after all.",4
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,I remember the trip going poorly where almost every aspect turned out to be unfortunate.,4
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, despite attempting to complete my homework, a video caught my attention, leading me not to finish the assignment as planned.",4
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,Source: We stopped our drive because a sudden massive storm obscured visibility entirely.,4
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,"I went to the mall and encountered an old classmate from high school whom I did not feel inclined to converse with, leading me to avoid them.",4
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week, due to unfavorable weather conditions, I changed my plans for a hike and decided to remain at home which turned out alright.",4
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0," When my companions and I visited a restaurant, I had anticipated an exceptional experience with their highly-praised pasta dish",4
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,"I agree with your point, however, I'm feeling somewhat uneasy about our entire predicament.",4
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0," Despite my expectation that the meeting might get cancelled, which led me not to prepare, everything turned out poorly when in fact the meeting was held as scheduled",4
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1," The other day, as I attempted to reach the store before its closing time, I became disoriented and missed my destination entirely",5
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,I discussed going to a party with Sarah initially expressing uncertainty about attending until she made a sudden decision later on to join us after all.,5
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"Output Sentence: At the time of our unfortunate trip, numerous problems arose leading to a truly disappointing experience for me.",5
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, despite starting my homework, a video kept me from completing it.",5
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"Input Sentence: So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything. ",5
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,I encountered a high school acquaintance at the mall where I was,5
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week, despite intending to hike due to favorable forecasts, adverse weather conditions forced us indoenericly",5
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,I found that the pasta dish at the restaurant wasn't as impressive as anticipated.,5
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,"I agree with your point, yet I'm feeling somewhat uneasy about our entire scenario.",5
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0," Although I expected that our scheduled meeting would get cancelled due to my assumption about its status, as a result, without any preparation on my part, the outcome was not satisfactory",5
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,I tried reaching the store earlier one time when it was about closing,5
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,Sarah initially doubted going to the party but decided to attend after reconsidering late in the evening.,5
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"Input Sentence: So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kind of went wrong, and, um, it was just, like, such a disaster. ",5
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, despite starting my homework, a YouTube video diverted me from completing the assignment.",5
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"We were driving when suddenly a massive storm arose from seemingly nowhere, forcing us to pull over due to the impossibility of visibility.",5
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,"I encountered an old classmate while shopping at the mall, yet we barely exchanged words as a result.",5
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week I planned to hike but due to severe weather conditions, we decided to remain at home which turned out to be a good alternative as well.",5
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,"When we went to the restaurant, I ordered a pasta dish that wasn't as impressive as expected.",5
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,"I agree with your point, however, despite acknowledging its validity, I'm experiencing some unsettled feelings regarding the entire matter.",5
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,I mistakenly assumed that our scheduled meeting would not take place,5
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,"Yesterday, while attempting to shop early as the store's closing time approached, I became disoriented and missed my visit entirely.",5
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,Sarah initially hesitated about attending a party with me before deciding impulsively to join in moments later.,5
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,I remember feeling frustrated during our ill-fated trip where unexpected issues kept arising.,5
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, I tried to complete my homework but was distracted by a video and did not finish it.",5
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"We were driving when suddenly a massive storm arose from seemingly nowhere, making visibility nearly zero",5
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,"I encountered an old high school acquaintance while shopping at the mall, yet due to a lack of desire for conversation, I chose not to engage with them and instead kept my distance.",5
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week my plan to hike got disrupted due to poor weather conditions, which led us to spend time at home",5
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,"When visiting a restaurant, I ordered a pasta dish that seemed promising for its impressive quality. ",5
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,"I agree with your point, yet I'm feeling somewhat uncomgyer about the entire scenario.",5
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,"Input Sentence: Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.Output Sentence: Because I believed that a meeting would likely get cancelled, I did not prepare in any way which resulted in the event being unsuccessful.",5
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,"Yesterday, while attempting to reach the store prior to its closing time, I became disoriented and missed my destination entirely.",5
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,Sarah initially doubted going to the party but ultimately decided otherwise just before attending.,5
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"I remember the trip where initially nothing seemed to go right, leading to an overall chaotic experience for us all.",5
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, despite starting on my homework, a video captured my attention long enough that I did not finish the assignment.",5
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"We were driving when suddenly a massive storm obscured our view, forcing us to pull over due to the extreme visibility impairment.",5
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,I recognized a high school acquaintance when we met at the mall,5
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week, I planned to go hiking, but due to adverse weather conditions, we decided to remain at home",5
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,"When we visited a restaurant, I ordered an advertised-as-amazing pasta dish that turned out to be somewhat underwhentifying.",5
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1," I agree with your point, however, something feels off to me regarding our entire discussion",5
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,"Despite my assumption that the meeting would be called off, leading me not to make any preparations, things turned out unfavorably when the event took place as scheduled.",5
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,"I tried to go to the store on one occasion before it shut down, but due to getting disoriented, I completely missed my opportunity.",5
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,Sarah initially hesitated about attending the party but ultimately decided to go after reconsidering for a moment.,5
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"So yes, during our previous trip, various unfortunate events occurred leading to what felt like complete chaos.",5
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, I attempted to complete my homework but became sidetracked by a video and did not finish the task.",5
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,"We were driving when suddenly a massive storm emerged from nowhere, making visibility so poor that pulling over became unavoidable.",5
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,"I went to the mall and unexpectedly encountered a high school acquaintance whom I did not wish to engage in conversation with, resulting in me avoiding them.",5
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week my plans for going hiking were disrupted by poor weather conditions, leading to a decision to remain indoenergizing experience in the comfort of our own home.Here is how I understood your request based on context and format given : You know last week I was planning to go hiking",5
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,"At the restaurant, I had a pasta dish that didn't meet my expectations of being fantastic.",5
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,I initially had doubts about your point,5
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,"I mistakenly believed that our scheduled meeting would get called off, hence I did not come prepared and the event turned out unfavorably.",5
"So, like, the other day, I was, um, trying to, uh, get to the store before it closed, but then, uh, I kinda got lost, and, you know, I ended up, like, missing it altogether.",1,"Yesterday, despite my attempts to reach the store prior to its closing time, I became disoriented and ultimately missed it completely.",6
"Uh, you know, I was talking to Sarah, and she was like, oh, I don’t even know if I wanna go to the party, but then, like, she totally changed her mind at the last second.",0,Sarah initially expressed uncertainty about attending a party with me before deciding not to go just moments later.,6
"So, yeah, I was thinking, um, about that time when we went on that trip, and, like, everything kinda went wrong, and, um, it was just, like, such a disaster.",1,"I remember our trip where every little thing seemed to go awry, resulting in quite the unfortunate experience.",6
"Uh, yesterday I was trying to, you know, finish my homework, but then, like, I got distracted with this, uh, video, and, well, I didn’t really, uh, get it done.",0,"Yesterday, despite attempting to complete my homework, a video caught my attention and resulted in me not finishing the assignment.",6
"So, we were, uh, driving, and then, like, out of nowhere, there was this, uh, huge storm, and, you know, we had to pull over ‘cause it was, like, impossible to see anything.",1,We were driving when suddenly a massive storm obscured visibility so much that pulling over became unavoidable.,6
"Uh, I was, like, at the mall, and I totally ran into this guy I knew from high school, but, uh, I didn’t, you know, really feel like talking, so I just kinda avoided him.",0,I went to the mall and unexpectedly encountered a former high school acquaintance,6
"You know, last week I was, um, planning to go hiking, but, uh, the weather was, like, really bad, so we ended up, uh, staying home instead, and, you know, it was fine.",1,"Last week my plan to hike got disrupted due to poor weather conditions, resulting in a decision to remain indocluively where everything turned out just fine.",6
"Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?",0,"Input Sentence: Uh, when we were, like, at the restaurant, I ordered this, um, pasta dish, and it was, like, supposed to be amazing, but, um, it was kinda disappointing, you know?Output Sentence: At the restaurant, I ordered a pasta dish that was advertised as amazing",6
"So, I was thinking, um, about what you said, and, uh, I guess you’re right, but, like, I still feel kinda weird about the whole situation, you know?",1,"Input Sentence: 'So, I was thinking, um, about what you said, and, uh, I guess you're right, but, like, I still feel kind of weird about the whole situation, you know?'  Output Sentence: 'After considering your point, despite feeling somewhat uneasy, I agree with you.'",6
"Uh, the thing is, I kinda, like, thought the meeting was, you know, going to be canceled, so, uh, I didn’t prepare for it at all, and, um, yeah, it didn’t go so well.",0,"I initially believed that the meeting would get called off, hence my lack of preparation led to a disappointing outcome when nothing changed in this regard.",6
